tag_serial_number,date_time,latitude,longitude,latitude_mean,longitude_mean,latitude_mode,longitude_mode
1293308,2019-05-13T00:00:00Z,51.470929817412035,3.503001847291607,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-14T00:00:00Z,51.47828229527048,3.5065910743947644,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-15T00:00:00Z,51.473159499950185,3.499990277051821,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-16T00:00:00Z,51.42317834625598,3.495026034874797,51.42769491164931,3.5406086922743087,51.41966031511048,3.5156869415208094
1293308,2019-05-17T00:00:00Z,51.42534354749288,3.496921398671647,51.42732242073733,3.53044145755972,51.428780711509766,3.5163888784584008
1293308,2019-05-18T00:00:00Z,51.47595000547348,3.5072711189425885,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-19T00:00:00Z,51.47693892699719,3.4987826568053073,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-20T00:00:00Z,51.4739794240059,3.504376112116363,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-21T00:00:00Z,51.4275254982749,3.50281571533471,51.43590613575821,3.5221343243712337,51.428780711509766,3.5019807826100267
1293308,2019-05-22T00:00:00Z,51.47591833281646,3.504274198464027,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-23T00:00:00Z,51.47893643115022,3.5012681057706163,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-24T00:00:00Z,51.47061251203554,3.50436282061786,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-25T00:00:00Z,51.47057997097527,3.5112700392948017,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-26T00:00:00Z,51.47206355262107,3.5105078802133622,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-27T00:00:00Z,51.47482818006987,3.507398042774192,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-28T00:00:00Z,51.47268987844199,3.5044839515091457,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-29T00:00:00Z,51.47564362090418,3.5124795792163814,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-30T00:00:00Z,51.47190424900655,3.500698105704314,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-05-31T00:00:00Z,51.472545084234255,3.511914168879283,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-01T00:00:00Z,51.47277550586911,3.506636078171842,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-02T00:00:00Z,51.47899005205717,3.5127833172814333,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-03T00:00:00Z,51.47162471496444,3.5054876293662667,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-04T00:00:00Z,51.47724588137109,3.505200121487982,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-05T00:00:00Z,51.47147842890294,3.5086723375476874,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-06T00:00:00Z,51.474765118674824,3.50086473484094,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-07T00:00:00Z,51.47460513915705,3.509111759205878,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-08T00:00:00Z,51.42989898688132,3.5048547660214537,51.43614711198711,3.5177946443412123,51.428780711509766,3.5019807826100267
1293308,2019-06-09T00:00:00Z,51.47126669367326,3.507115785182499,51.47446768773646,3.505488152441669,51.47446768773646,3.505488152441669
1293308,2019-06-10T00:00:00Z,51.42789656699048,3.4969511820909487,51.434071561511686,3.486414711698696,51.428780711509766,3.487572686761653
1293308,2019-06-11T00:00:00Z,51.43093049104531,3.497924726824005,51.44029833990393,3.446718920660356,51.428780711509766,3.4731645909132793
1293308,2019-06-12T00:00:00Z,51.42502720250394,3.4987488476138786,51.44255442962787,3.427471257393706,51.428780711509766,3.4443483992165316
1293308,2019-06-13T00:00:00Z,51.432875076739165,3.4962430880534816,51.442903809014346,3.4273235163257225,51.428780711509766,3.4587564950649052
1293308,2019-06-14T00:00:00Z,51.433424727458835,3.4872784643214203,51.44380973486387,3.4439049865621825,51.428780711509766,3.4587564950649052
1293308,2019-06-15T00:00:00Z,51.46921222143832,3.4779915434577147,51.465319416161186,3.4759458344535497,51.465319416161186,3.4759458344535497
1293308,2019-06-16T00:00:00Z,51.46551696675156,3.456357182259547,51.465319416161186,3.4615262008785708,51.465319416161186,3.4615262008785708
1293308,2019-06-17T00:00:00Z,51.460898566794945,3.4655156412267867,51.465319416161186,3.4615262008785708,51.465319416161186,3.4615262008785708
1293308,2019-06-18T00:00:00Z,51.46115219192204,3.459083198291129,51.465319416161186,3.4615262008785708,51.465319416161186,3.4615262008785708
1293308,2019-06-19T00:00:00Z,51.45038565017539,3.444346035167551,51.44543734388792,3.4297329410539543,51.44703890220854,3.4457259126127044
1293308,2019-06-20T00:00:00Z,51.44475255312186,3.4506083330803317,51.44170001258804,3.418444124448709,51.44703890220854,3.4457259126127044
1293308,2019-06-21T00:00:00Z,51.44569343311503,3.441438940183477,51.445596833151086,3.4279573018806735,51.45617643819968,3.431999107843171
